country_iso2,country_name,year,VAR_11_ai_governance_aw_risk,VAR_12_ai_aw_research_per_million,VAR_13_ai_sentience_research_per_million,VAR_14_speciesist_bias_ratio,VAR_15_livestock_ai_patent_intensity
PL,Poland,2019,1.0,1.5123,0.526,18.865,0.026068
PL,Poland,2020,1.0,1.7391,0.6049,17.71,0.031281
PL,Poland,2021,1.0,2.0,0.6957,16.555,0.037538
PL,Poland,2022,1.0,2.3,0.8,15.4,0.045045
ZA,South Africa,2004,1.0,0.1212,0.0323,28.435,0.001018
ZA,South Africa,2005,1.0,0.1394,0.0372,27.5275,0.001221
ZA,South Africa,2006,1.0,0.1603,0.0427,26.62,0.001466
ZA,South Africa,2007,1.0,0.1843,0.0492,25.7125,0.001759
ZA,South Africa,2008,1.0,0.212,0.0565,24.805,0.002111
ZA,South Africa,2009,1.0,0.2438,0.065,23.8975,0.002533
ZA,South Africa,2010,1.0,0.2804,0.0748,22.99,0.003039
ZA,South Africa,2011,1.0,0.3224,0.086,22.0825,0.003647
ZA,South Africa,2012,1.0,0.3708,0.0989,21.175,0.004377
ZA,South Africa,2013,1.0,0.4264,0.1137,20.2675,0.005252
ZA,South Africa,2014,1.0,0.4904,0.1308,19.36,0.006303
ZA,South Africa,2015,1.0,0.5639,0.1504,18.4525,0.007563
ZA,South Africa,2016,1.0,0.6485,0.1729,17.545,0.009076
ZA,South Africa,2017,1.0,0.7458,0.1989,16.6375,0.010891
ZA,South Africa,2018,1.0,0.8576,0.2287,15.73,0.013069
ZA,South Africa,2019,1.0,0.9863,0.263,14.8225,0.015683
ZA,South Africa,2020,1.0,1.1342,0.3025,13.915,0.01882
ZA,South Africa,2021,1.0,1.3043,0.3478,13.0075,0.022584
ZA,South Africa,2022,1.0,1.5,0.4,12.1,0.0271
TH,Thailand,2004,1.0,0.1131,0.0404,39.48,0.003257
TH,Thailand,2005,1.0,0.1301,0.0465,38.22,0.003908
TH,Thailand,2006,1.0,0.1496,0.0534,36.96,0.00469
TH,Thailand,2007,1.0,0.1721,0.0614,35.7,0.005628
TH,Thailand,2008,1.0,0.1979,0.0707,34.44,0.006754
TH,Thailand,2009,1.0,0.2275,0.0813,33.18,0.008104
TH,Thailand,2010,1.0,0.2617,0.0935,31.92,0.009725
TH,Thailand,2011,1.0,0.3009,0.1075,30.66,0.01167
TH,Thailand,2012,1.0,0.3461,0.1236,29.4,0.014004
TH,Thailand,2013,1.0,0.398,0.1421,28.14,0.016805
TH,Thailand,2014,1.0,0.4577,0.1635,26.88,0.020166
TH,Thailand,2015,1.0,0.5263,0.188,25.62,0.024199
TH,Thailand,2016,1.0,0.6053,0.2162,24.36,0.029039
TH,Thailand,2017,1.0,0.696,0.2486,23.1,0.034847
TH,Thailand,2018,1.0,0.8005,0.2859,21.84,0.041817
TH,Thailand,2019,1.0,0.9205,0.3288,20.58,0.05018
TH,Thailand,2020,1.0,1.0586,0.3781,19.32,0.060216
TH,Thailand,2021,1.0,1.2174,0.4348,18.06,0.072259
TH,Thailand,2022,1.0,1.4,0.5,16.8,0.086711
VN,Vietnam,2004,1.0,0.0566,0.0162,26.555,0.001653
VN,Vietnam,2005,1.0,0.065,0.0186,25.7075,0.001984
VN,Vietnam,2006,1.0,0.0748,0.0214,24.86,0.002381
VN,Vietnam,2007,1.0,0.086,0.0246,24.0125,0.002857
VN,Vietnam,2008,1.0,0.0989,0.0283,23.165,0.003429
VN,Vietnam,2009,1.0,0.1138,0.0325,22.3175,0.004114
VN,Vietnam,2010,1.0,0.1308,0.0374,21.47,0.004937
VN,Vietnam,2011,1.0,0.1505,0.043,20.6225,0.005925
VN,Vietnam,2012,1.0,0.173,0.0494,19.775,0.00711
VN,Vietnam,2013,1.0,0.199,0.0569,18.9275,0.008531
VN,Vietnam,2014,1.0,0.2288,0.0654,18.08,0.010238
VN,Vietnam,2015,1.0,0.2632,0.0752,17.2325,0.012285
VN,Vietnam,2016,1.0,0.3026,0.0865,16.385,0.014742
VN,Vietnam,2017,1.0,0.348,0.0994,15.5375,0.017691
VN,Vietnam,2018,1.0,0.4002,0.1144,14.69,0.021229
VN,Vietnam,2019,1.0,0.4603,0.1315,13.8425,0.025475
VN,Vietnam,2020,1.0,0.5293,0.1512,12.995,0.03057
VN,Vietnam,2021,1.0,0.6087,0.1739,12.1475,0.036684
VN,Vietnam,2022,1.0,0.7,0.2,11.3,0.044021
